id,article_label,article_text,language
282,Article 94: Définition du crime contre l'humanité,"Le crime contre l'humanité s'entend de l'un des actes ci-après commis dans le cadre d'une attaque généralisée ou systématique dirigée contre une population civile: 1º meurtre; 2º extermination; 3º réduction en esclavage; 4º déportation ou transfert forcé de population; 5º emprisonnement d'une personne ou privation grave de sa liberté de mouvement en violation de la loi; 6º torture; 7º viol, esclavage sexuel, prostitution forcée, stérilisation forcée et toute autre forme de violence sexuelle de gravité comparable; 8º persécution d'une personne en raison de son appartenance politique, ethnique, religieuse ou en raison de toute autre forme de discrimination; 9º disparitions forcées des personnes; 10º crime d'apartheid; 11º autres actes inhumains de caractère analogue causant intentionnellement de grandes souffrances ou des atteintes graves à l'intégrité physique ou mentale.",fr
283,Ingingo ya 95: Ihanwa ry'icyaha cyibasiye inyokomuntu,"Umuntu wese uhamijwe n'urukiko gukora kimwe mu bikorwa bivugwa mu gace ka 1°, aka 2°, aka 3°, aka 6°, aka 7°, aka 9° n'aka 11° tw'ingingo ya 94 y'iri tegeko, ahanishwa igihano cy'igifungo cya burundu. Umuntu wese uhamijwe n'urukiko gukora kimwe mu bikorwa bivugwa mu gace ka 4°, aka 5°, aka 8° n'aka 10° tw'ingingo ya 94 y'iri tegeko, ahanishwa igifungo kitari munsi y'imyaka makumyabiri (20) ariko kitarenze imyaka makumyabiri n'itanu (25). Iyo ibikorwa bigize icyaha cyibasiye inyokomuntu, bivugwa mu gika cya 2 cy'iyi ngingo, byakozwe biherekejwe n'agashinyaguro, igihano kiba igifungo cya burundu.",rw
284,Article 95: Punishment for the crime against humanity,"Any person convicted of one of the acts referred to in items 1°, 2°, 3°, 6°, 7°, 9° and 11° of Article 94 of this Law is liable to the penalty of life imprisonment. Any person convicted of any of the acts referred to in items 4°, 5°, 8° and 10° of Article 94 of this Law is liable to the penalty of imprisonment for a term not less than twenty (20) years and not more than twenty-five (25) years. When the acts constituting the crime against humanity provided under Paragraph 2 of this Article are accompanied by inhumane and degrading treatments, the penalty is life imprisonment.",en
285,Article 95: Répression du crime contre l'humanité,"Toute personne reconnue coupable de l'un des actes visés aux points 1°, 2°, 3°, 6°, 7°, 9° et 11° de l'article 94 de la présente loi est passible de la peine d'emprisonnement à perpétuité. Toute personne reconnue coupable de l'un quelconque des actes visés aux points 4°, 5°, 8° et 10° de l'article 94 de la présente loi est passible de la peine d'emprisonnement d'au moins vingt (20) ans mais n'excédant pas vingt-cinq (25) ans. Lorsque les actes constitutifs du crime contre l'humanité prévus à l'alinéa 2 du présent article ont été accompagnés de traitements inhumains et dégradants, la peine est l'emprisonnement à perpétuité.",fr
286,Ingingo ya 96: Igisobanuro cy'icyaha cy'intambara,"Icyaha cy'intambara ni igikorwa icyo ari cyo cyose mu bikorwa bikurikira gikozwe mu mirwano ikoreshejwe intwaro gikorewe abantu cyangwa umutungo, birengerwa n'Amasezerano Mpuzamahanga y'i Genève yo ku wa 12 Kanama 1949 n'amasezerano y'inyongera, aya I n'aya II, yo ku wa 8 Kamena 1977 n'aya III yo ku wa 8 Ukuboza 2005: 1º kwica umuntu ubishaka; 2º kwica umuntu urubozo cyangwa kumufata nabi birenze kamere muntu, harimo kumukoreraho ubushakashatsi; 3º kubabaza cyane ku bushake cyangwa kubangamira bikomeye ubusugire bw'umubiri n'ubuzima; 4º gusenya no kwigabiza ibintu by'abantu bidashingiye ku mpamvu za gisirikari kandi bikorewe ahantu hanini ku buryo bunyuranyije n'amategeko kandi burenganya; 5º gutegeka imfungwa y'intambara cyangwa umusiviri kurwanirira ingabo z'umwanzi; 6º kubuza ku bushake imfungwa y'intambara uburenganzira bwe bwo kuburanishirizwa igihe kandi mu mucyo; 7º gutwara ku gahato, kwimura abaturage b'abasiviri cyangwa kubohereza no kubafungira mu bigo by'imbohe; 8º gufata abantu bunyago no kubashyiraho iterabwoba; 9º kugaba igitero ku baturage b'abasiviri cyangwa ku mitungo yabo; 10º gukoresha mu buriganya ibimenyetso biranga imiryango itabara imbabare; 11º kugaba igitero mu turere tutarinzwe; 12º ivangura rishingiye ku ibara ry'uruhu; 13º kwimurira abaturage ahafashwe n'uruhande rumwe mu barwana; 14º gutinda kudasobanutse mu gucyura imfungwa z'intambara; 15º guhanisha umuntu igihano no kukirangiza hatabanje kubaho urubanza; 16º kwica cyangwa gukomeretsa umuntu uzi neza ko atari mu mirwano.",rw
287,Article 96: Definition of a war crime,"A war crime is any of the following acts committed during armed conflict and directed against persons or property protected under the provisions of the Geneva Conventions of 12 August 1949 and their additional Protocols I and II of 8 June 1977 and Protocol III of 8 December 2005: 1º wilful killing; 2º torture or inhuman treatment, including biological experiments; 3º wilfully causing great suffering or serious injury to body or health; 4º extensive destruction and appropriation of property, not justified by military necessity and carried out unlawfully and wantonly such as buildings dedicated to religion, charity or education, historical buildings dedicated to works of art and science; 5º compelling a prisoner of war or other protected person to serve in the forces of a hostile power, in its intelligence or administrative services; 6º wilfully depriving a prisoner of war or other protected person of the right to regular and fair trial; 7º forced deportation, displacement of the civilian population or their transfer to or systematic detention in concentration or forced labour camps; 8º taking of hostages and subjecting them to terrorist acts; 9º intentionally launching an attack against the civilian population or their property in the knowledge that such attack will cause incidental loss of life, injury to civilians or severe damage to civilian properties and which would be excessive in relation to the military advantage anticipated; 10º perfidiously using emblems and distinctive signs of humanitarian organizations or other protective signs of persons or objects recognized by International Law, with intention of killing, injuring or capturing the adversary; 11º attacking by whatever means, non-defended localities or demilitarized zones which are duly recognized; 12º practices of apartheid and other inhuman and degrading practices, based on racial discrimination, which give rise to outrages on human dignity; 13º transfer of the population or its part into the territory occupied by a party to the conflict, its deportation within or outside the occupied territory while this is not in the interests of the population; 14º any unjustifiable delay in the repatriation of war prisoners or civilian internees, after the end of active hostilities; 15º passing of sentences and carrying out of executions without previous judgment pronounced by a regularly constituted court and without respecting the rights of the accused; 16º intentionally killing or injuring a person in the knowledge that he/she is not party to hostilities, or when he/she was fighting but that he/she had laid down his/her arms or can no longer defend himself/herself.",en
288,Article 96: Définition du crime de guerre,"Le crime de guerre s'entend de l'un des actes suivants commis dans les conflits armés dirigé contre des personnes ou des biens protégés aux termes des dispositions des Conventions de Genève du 12 août 1949 et de leurs protocoles additionnels I et II du 8 juin 1977 protocole additionnel III du 8 décembre 2005: 1º l'homicide intentionnel; 2º la torture ou les traitements inhumains, y compris les expériences biologiques; 3º le fait de causer intentionnellement de grandes souffrances ou de porter des atteintes graves à l'intégrité physique ou à la santé; 4º la destruction et l'appropriation de biens non justifiées par des nécessités militaires et exécutées sur une grande échelle de façon illicite et arbitraire; 5º le fait de contraindre un prisonnier de guerre ou toute autre personne protégée à servir dans les forces armées de la puissance ennemie; 6º le fait de priver intentionnellement un prisonnier de guerre de son droit d'être jugé régulièrement et impartialement; 7º la déportation forcée, le déplacement de la population civile ou le transfert ou sa détention systématique dans des camps de concentration ou de travail forcé; 8º la prise d'otages des personnes et leur soumission aux actes de terrorisme; 9º le fait de lancer une attaque contre la population civile ou contre ses biens; 10º le fait d'utiliser perfidement les emblèmes et signes distinctifs des organisations humanitaires; 11º le fait de soumettre à une attaque des localités non défendues ou des zones démilitarisées; 12º les pratiques de l'apartheid et les autres pratiques inhumaines et dégradantes, fondées sur la discrimination raciale; 13º le transfert de la population dans le territoire occupé par une partie au conflit; 14º tout retard injustifié dans le rapatriement des prisonniers de guerre; 15º les condamnations prononcées et les exécutions effectuées sans jugement préalable; 16º le fait de tuer ou de blesser une personne sachant qu'elle n'est pas partie aux hostilités.",fr
289,Ingingo ya 97: Abantu barengerwa n'Amasezerano y'i Jeneve,"Abantu barengerwa n'Amasezerano y'i Jeneve yo ku wa 12 Kanama 1949 n'amasezerano y'inyongera, aya I n'aya II, yo ku wa 8 Kamena 1977 ni aba bakurikira: 1º abaturage b'abasiviri; 2º abasiviri baherereye mu bice by'abarwana; 3º inkomere, abarwayi, abari mu ngorane zo kurohama b'abasiviri cyangwa abasirikari; 4º abanyamadini, abavuzi n'abakozi b'ibitaro batari mu mirwano; 5º imfungwa z'intambara n'abasiviri bafungiwe ahantu; 6º abasiviri n'abasirikari bafungiye impamvu zifitanye isano n'intambara; 7º abasirikari batakiri mu mirwano ku mpamvu iyo ari yo yose. Abasiviri bitwara gisirikare ntibarebwa n'iyi ngingo.",rw
290,Article 97: Persons protected under the Geneva Conventions,"Persons protected under the Geneva Conventions of August 12, 1949 and their additional protocols I and II of 8 June 1977 are the following: 1° the civilian population; 2° civilians under the power of belligerent parties; 3° the wounded, sick, shipwrecked civilians or soldiers; 4° members of religious, medical and hospital personnel not directly involved in hostilities; 5° war prisoners and civilian internees; 6° civilians and soldiers who have been deprived of their liberty for reasons related to the armed conflict; 7° soldiers who are no longer able to fight for whatever reason. Civilians behaving as soldiers are not protected under this Article.",en
291,Article 97: Personnes protégées par les Conventions de Genève,"Les personnes protégées par les Conventions de Genève du 12 août 1949 et leurs protocoles additionnels I et II du 8 juin 1977 sont les suivantes: 1° la population civile; 2° les civils sous le pouvoir des parties adverses; 3° les blessés, les malades et les naufragés civils ou militaires; 4° les membres du personnel religieux, médical et hospitalier, non engagés directement dans les hostilités; 5° les prisonniers de guerre et internés civils; 6° les civils et militaires privés de liberté pour des motifs liés au conflit armé; 7° les militaires mis hors de combat quelle qu'en soit la cause. Les civils qui se comportent comme des militaires ne sont pas protégés par le présent article.",fr
292,Ingingo ya 98: Ihanwa ry'ibyaha by'intambara,"Umuntu wese uhamijwe n'urukiko gukora icyaha giteganyijwe mu ngingo ya 96 y'iri tegeko, ahanwa ku buryo bukurikira: 1º igifungo cya burundu iyo yakoze kimwe mu bikorwa biteganyijwe mu gace ka 1°, aka 2°, aka 3°, aka 9°, aka 11° n'aka 16o; 2º igifungo kitari munsi y'imyaka icumi (10) ariko kitarenze imyaka cumi n'itanu (15) iyo yakoze kimwe mu bikorwa biteganyijwe mu gace ka 6°, aka 7°, aka 8°, aka 10° n'aka 12o; 3º igifungo kitari munsi y'imyaka itanu (5) ariko kitarenze imyaka icumi (10) iyo yakoze kimwe mu byaha biteganyijwe mu gace ka 4°, aka 5°, aka 13°, aka 14° n'aka 15°.",rw
